"PROV_YEAR","FSIZE","WAGES","NETSHARE","CASH_ABROAD","CASH_DOMESTIC","RENTALS_REC","INTEREST","PENSION","DIVIDENDS","OTHER_SOURCE","NET_RECEIPT","REGFT","NET_CFG","NET_LPR","NET_FISH","NET_FOR","NET_RET","NET_MFG","NET_COM","NET_TRANS","NET_MIN","NET_CONS","NET_NEC","EAINC","TOINC","BREAD","MEAT","FISH","MILK","FOOD_NEC","COFFEE","MINERAL","ALCOHOL","TOBACCO","FOOD_HOME","FOOD_OUTSIDE","FOOD","CLOTH","FURNISHING","HEALTH","HOUSING_WATER","RECREATION","EDUCATION","OTHER_EXPENDITURE","OTHER_DISBURSEMENT","NFOOD","TOTEX","TOTDIS","OTHREC","TOREC","FRUITVEG","TRCOM","HHI"
"ILOCOS SUR_2012",4.22271386430678,84340.2359882006,1616.83185840708,40521.4159292035,7762.12389380531,64.8967551622419,35.3982300884956,8803.91740412979,8533.09734513274,32.4483775811209,3424.7197640118,4322.58997050148,16706.581120944,1716.29498525074,5504.45427728614,16.5191740412979,15386.5398230089,1665.25073746313,6640.47197640118,3801.9203539823,696.46017699115,961.65191740413,2483.55162241888,55579.6961651917,232056.840707965,20450.4985250737,11005.2330383481,8533.15339233038,4168.94985250737,2209.69616519174,2174.78171091445,3072.67256637168,1358.23008849558,961.433628318584,61231.9174041298,9231.2418879056,70463.1592920354,4738.80530973451,3519.34513274336,7606.3598820059,31704.6017699115,2001.3185840708,6313.45427728614,5708.2418879056,26532.8053097345,88822.7994100295,159285.958702065,185818.764011799,23320.802359882,255377.643067847,6859.36873156342,13999.3451327434,42.6047886785872
"ILOILO_2012",4.55167014613779,85308.0354906054,1187.94572025052,43498.0688935282,11265.503131524,1208.29853862213,97.6200417536534,9091.27766179541,0,1.44050104384134,4661.96555323591,6884.77139874739,10405.3684759916,1853.27974947808,2376.71503131524,314.32254697286,21321.7275574113,2428.25782881002,6150.49478079332,5584.59603340292,108.246346555324,751.169102296451,1354.42171189979,52648.5991649269,237792.670146138,24727.1795407098,9026.69624217119,12084.6346555324,5741.19102296451,1546.75365344468,2537.18162839248,2806.55010438413,1741.27139874739,1404.27974947808,69036.4853862213,6130.41962421712,75166.9050104384,3895.33507306889,5195.2630480167,10314.2567849687,37704.5887265136,1690.80375782881,6487.12943632568,5529.61377870564,16346.7139874739,104628.429018789,179795.334029228,196142.048016701,13767.9363256785,251560.606471816,7895.80480167015,19382.4676409186,34.583026790585
"ISABELA_2012",4.40986214209968,71344.1611876988,2281.28313891835,17406.6065747614,6673.19512195122,395.227995758218,95.8377518557794,3413.53870625663,5.03711558854719,0,5085.44750795334,3237.34994697773,41819.3510074231,778.953340402969,315.25980911983,14.1463414634146,13644.3435843054,711.336161187699,1590.28632025451,4557.60551431601,0,0,119.761399787911,63551.0434782609,185699.969247084,19616.5811240721,10465.8366914104,7544.82714740191,4168.79851537646,2481.71898197243,1884.30858960764,2063.11240721103,1343.3849416755,1400.84199363733,58273.0509013786,10474.5376458112,68747.5885471898,3054.26405090138,3208.69353128314,4306.74443266172,24027.3531283139,1654.32343584305,4891.88016967126,1948.93531283139,19756.4782608696,67014.9183457052,135762.506892895,155518.985153765,14585.6171792153,200285.586426299,7094.27253446448,11301.9066808059,49.4411571334648
"KALINGA_2012",5.21173469387755,88775.943877551,5681.69387755102,9865.81632653061,8540.9387755102,2793.36734693878,379.591836734694,4044.11224489796,383.673469387755,18.3673469387755,6493.41326530612,6349.61224489796,32812.637755102,3256.67857142857,0,0,6254.27551020408,1329.95918367347,2627.69897959184,2821.71428571429,231.632653061224,234.69387755102,438.775510204082,50008.0663265306,194819.086734694,28305.4948979592,10292.9897959184,8049.33163265306,4193.89285714286,1643.94897959184,2062.61224489796,1625.48469387755,1450.38775510204,1971.07653061224,70168.3826530612,5648.65816326531,75817.0408163265,4544.85714285714,2926.72448979592,7039.47448979592,21381.5204081633,2057.87755102041,12023.306122449,3367.2806122449,26220.4591836735,84587.3316326531,160404.37244898,186624.831632653,29706.7704081633,224525.857142857,9807.70408163265,14765.8775510204,126.026130188461
"LA UNION_2012",4.42125984251969,85660.7690288714,1628.50656167979,33843.7007874016,8719.05511811024,4490.81364829396,319.422572178478,10221.6325459318,0,35.6955380577428,4530.36220472441,6301.8031496063,11480.9107611549,1480.69028871391,862.286089238845,311.03937007874,11988.1364829396,935.212598425197,3252.98950131234,4446.37795275591,234.88188976378,146.981627296588,800.524934383202,35940.031496063,209418.564304462,20110.2677165354,11172.2519685039,7640.51181102362,4603.24671916011,1746.78477690289,1871.1811023622,2759.09711286089,1099.92125984252,1211.30971128609,58999.7847769029,10158.4776902887,69158.2624671916,4503.96587926509,4503.64304461942,6310.23097112861,32119.1811023622,1868.10236220472,7443.70341207349,4770.2782152231,30210.6955380577,93932.4724409449,163090.734908136,193301.430446194,17668.6377952756,227087.202099738,6205.52755905512,16425.1496062992,71.1219594310243
"LAGUNA_2012",4.53808948004837,144168.821039903,695.407496977025,36867.061668682,8022.29262394196,2363.65175332527,94.1475211608223,7369.96372430472,91.8984280532044,72.5513905683192,967.430471584039,5727.24183796856,1733.50060459492,439.476420798065,1740.17291414752,56.1402660217654,25623.1148730351,4104.59975816203,5972.70495767836,5639.79806529625,0,1152.90205562273,594.582829504232,47056.9927448609,278221.400241838,22501.4885126965,16758.9661426844,10386.9056831923,7468.19588875453,2640.84885126965,3009.42684401451,3268.20918984281,1169.50181378476,2249.48609431681,77237.9226118501,25707.2841596131,102945.206771463,6278.20798065296,7455.79201934704,10013.4558645707,48980.5900846433,3899.07496977025,10561.8863361548,8509.02660217654,21942.6408706167,141710.951632406,244656.158403869,266598.799274486,20778.9504232164,299000.350665054,7345.50302297461,24692.4522370012,45.8842975206612
"LANAO DEL NORTE_2012",4.67258883248731,82821.0076142132,1506.83756345178,23569.7969543147,10168.3807106599,642.131979695431,145.939086294416,10436.1421319797,1.26903553299492,7.61421319796954,2062.90609137056,5020.55583756345,10990.5025380711,460.266497461929,644.373096446701,317.753807106599,11795.4695431472,2395.45685279188,1958.47969543147,6287.59898477157,227.61421319797,0,1629.71319796954,36707.2284263959,188754.530456853,22619.4314720812,6661.42893401015,7357.30203045685,4760.27157360406,1206.17766497462,2022.74873096447,1986.74873096447,735.060913705584,1096.45177664975,53682.6979695431,6345.28680203046,60027.9847715736,4604.48730964467,4830.33756345178,6474.67512690355,26592.1065989848,3225.40101522843,5653.23604060914,8628.71065989848,41503.5025380711,89354.7614213198,149382.746192893,190886.248730964,10915.3350253807,199669.865482233,4877.6269035533,14335.4010152284,61.4594172736732
"LANAO DEL SUR_2012",5.86582809224319,39744.3102725367,2998.69392033543,919.018867924528,6377.54716981132,452.51572327044,48.7589098532495,3174.42348008386,25.1572327044025,5.24109014675052,4479.16981132075,2118.65618448637,33650.5681341719,63.5849056603774,1119.04821802935,0,14838.1174004193,462.840670859539,391.656184486373,6026.52620545073,0,448.547169811321,794.077568134172,57794.9664570231,127546.006289308,28766.3186582809,3012.42348008386,7650.75890985325,2429.14046121593,1598.70649895178,1660.05870020964,1843.071278826,137.88679245283,1617.66457023061,57809.498951782,3744.61215932914,61554.1111111111,4044.76939203354,1648.66666666667,1346.69182389937,17549.3333333333,809.610062893082,3558.10691823899,3522.00838574423,6544.76729559748,51199.8176100629,112753.928721174,119298.696016771,7354.8427672956,134900.849056604,7263.36477987421,9246.65408805031,68.7303532420481
"LEYTE_2012",4.61627906976744,80417.731041456,2630.52477249747,19756.7229524772,12502.888776542,1353.0839231547,501.482305358948,6486.12942366026,51.0869565217391,281.926188068756,3176.02022244692,6714.19514661274,8612.92113245703,1144.38119312437,2401.0111223458,326.091001011122,17139.3741152679,2577.28715874621,2823.37613751264,2724.61779575329,0,1750.25278058645,1825.2052578362,41324.5176946411,188864.479271992,23497.16380182,7229.4105156724,8612.35490394338,4014.95955510617,1424.38018200202,2188.67644084934,1611.77755308392,1092.99797775531,1103.46006066734,56085.6875631951,5750.63700707786,61836.324570273,4124.47724974722,5044.21132457027,8346.08998988878,25972.7077856421,2763.69666329626,7061.89787664307,5537.01011122346,26560.4155712841,86488.160768453,148324.485338726,174884.90091001,20888.1304347826,209752.609706775,5244.90798786653,14352.1274014156,29.7745225599267
"MAGUINDANAO_2012",5.24288256227758,22813.7775800712,1075.69928825623,7511.38790035587,4795.38434163701,106.761565836299,46.9750889679715,795.377224199288,0,26.9039145907473,3546.07473309609,946.377224199288,38931.4341637011,283.814946619217,4007.36298932384,429.156583629893,10777.0213523132,1310.28113879004,716.387900355872,2467.99288256228,0,279.359430604982,0,59202.8113879004,109249.220640569,28322.2384341637,3170.83451957295,10667.7918149466,1797.80604982206,1679.0409252669,2625.13879003559,1533.92704626335,271.498220640569,2118.40569395018,60596.8612099644,6058.12099644128,66654.9822064057,2658.72241992883,1624.67615658363,1328.44839857651,14818.9110320285,417.597864768683,3089.25088967972,1717.39323843416,2909.36298932384,42485.2348754448,109140.217081851,112049.580071174,7051.98220640569,116301.202846975,7058.76334519573,8108.03914590747,152.623456790123
"MARINDUQUE_2012",4.36969696969697,80721.5393939394,3466.8303030303,20099.3939393939,14980.7878787879,1566.78787878788,54.5454545454545,5085.41212121212,4.24242424242424,6.06060606060606,2461.93939393939,5986.72121212121,6710.5696969697,2183.67272727273,4143.7696969697,89.0909090909091,9021.41212121212,902.593939393939,3164.99393939394,1356.50303030303,131.69696969697,0,955.393939393939,28659.696969697,177286.684848485,20534.9333333333,8113.87878787879,10856.5151515152,5377.86666666667,1868.6303030303,2177.4303030303,1867.54545454545,2225.30909090909,1321.96363636364,60925.9878787879,6998.4,67924.3878787879,4549.04242424242,4957.35151515151,5207.90909090909,26519.1272727273,2380.2303030303,7308.85454545455,3450.20606060606,24953.5515151515,85414.2242424242,153338.612121212,178292.163636364,16315.5878787879,193602.272727273,6830.64242424242,11836.4,152.747470739933
"MASBATE_2012",5.03633720930233,43243.5581395349,2890.30523255814,2563.95348837209,14286.5901162791,611.627906976744,160.453488372093,3188.75290697674,0.872093023255814,0,4022.29069767442,3835.49709302326,12875.101744186,1892.46511627907,9466.88081395349,276.834302325581,13888.3313953488,1240.51453488372,1085.23255813953,3566.65988372093,3482.88372093023,0,34.8837209302326,47809.7877906977,130217.816860465,26378.8953488372,4439.95930232558,12945.0319767442,3234.13662790698,1399.61337209302,2334.86918604651,1171.96802325581,1041.68023255814,1216.90406976744,61080.6773255814,2189.08720930233,63269.7645348837,3398.49418604651,2611.30813953488,2622.21220930233,15594.3488372093,1527.9476744186,3235.89244186047,1980.34593023256,23255.4273255814,48851.6976744186,112121.462209302,135376.889534884,12649.3575581395,142867.174418605,6130.125,8634.01744186047,60.7424945176503
"MISAMIS OCCIDENTAL_2012",4.48986486486486,62962.9864864865,2491.5472972973,10026.3513513514,8439.35810810811,233.108108108108,2.57432432432432,4754.15202702703,7.43243243243243,0,2898.61148648649,3734.71959459459,9000.11824324324,989.810810810811,2452.94932432432,562.814189189189,10499.8277027027,1212.65202702703,580.976351351351,4965.28716216216,61.5878378378378,0,533.277027027027,30859.3006756757,136702.371621622,19473.4358108108,6047.30743243243,7834.50675675676,3573.94594594595,1025.64527027027,1725.52027027027,1106.13175675676,694.118243243243,808.641891891892,47001.9121621622,3088.61824324324,50090.5304054054,2309.30743243243,2294.3277027027,3248.26689189189,18932.4324324324,1345.07432432432,3879.41216216216,1238.25,10094.5540540541,50781.9527027027,100872.483108108,110967.037162162,4109.4222972973,140811.793918919,4256.08445945946,9749.75675675676,82.2368421052631
"MISAMIS ORIENTAL_2012",4.8458262350937,114870.606473595,1201.65587734242,16041.7921635434,9392.5468483816,2356.37819420784,359.676320272572,9175.05962521295,962.180579216354,289.778534923339,2310.6405451448,4454.6797274276,7937.4804088586,1365.57069846678,1645.4531516184,275.78534923339,20278.2998296422,1966.24361158433,4331.26405451448,7681.4003407155,3.88415672913118,87.5979557069847,968.466780238501,46541.4463373083,224624.175468484,23854.1720613288,9616.29982964225,8545.63032367973,5757.56729131176,1526.29812606474,2734.08858603066,2482.57240204429,1181.22487223169,1197.08517887564,63389.5877342419,6181.88756388416,69571.4752981261,4423.28109028961,4945.85008517888,5965.73424190801,30661.2776831346,2788.17887563884,8955.8534923339,5279.31005110733,17309.5792163543,95453.461669506,165024.936967632,182334.516183986,9832.04088586031,234456.216354344,6347.88415672913,17594.9642248722,48.2253086419753
"MOUNTAIN PROVINCE_2012",4.83673469387755,86055.7908163265,1021.42857142857,6046.9387755102,10502.6479591837,1108.16326530612,606.020408163265,7895.81632653061,0,0,6648.64795918367,5411.66326530612,30775.8316326531,2263.69387755102,34.2857142857143,219.387755102041,2209.14285714286,496.719387755102,520.714285714286,1400.61224489796,0,0,517.34693877551,38437.7346938776,171537.913265306,23110.2346938776,11252.1785714286,6477.34693877551,3627.35714285714,1547.69897959184,1829.50510204082,1303.29081632653,866.290816326531,544.816326530612,64658.6173469388,617.19387755102,65275.8112244898,5091.66836734694,3877.99489795918,4145.5,19094.387755102,1580.20408163265,7904.73979591837,5453.31632653061,32986.1785714286,69688.1887755102,134964,167950.178571429,28431.7551020408,199969.668367347,11554.7244897959,9384.58163265306,91.7133349565782
"NCR, CITY OF MANILA, FIRST DISTRICT_2012",4.75,185661.862295082,7.60819672131148,34720.6557377049,12985.4393442623,3128.85245901639,181.311475409836,7294.80327868852,5758.85245901639,286.295081967213,0,4776.65737704918,537.377049180328,0,64.3672131147541,0,42890.5508196721,2190.66229508197,16280.7442622951,5792.17049180328,0,1004.59016393443,8077.76393442623,76838.2262295082,373052.367213115,23597.6852459016,17525.6459016393,12036.2360655738,8975.0868852459,2572.81803278689,3556.67704918033,4548.1262295082,1547.04754098361,2073.96885245902,85433.5491803279,45431.2606557377,130864.809836066,6039.78032786885,7285.21147540984,8144.54590163934,89689.131147541,5528.33606557377,14310.6655737705,15951.6426229508,39594.837704918,199200.378688525,330065.18852459,369660.026229508,25750.8508196721,398803.218032787,8755.36557377049,29021.8721311475,309.917355371901
"NCR, FOURTH DISTRICT_2012",4.50515873015873,217158.877777778,131.119047619048,43855.2380952381,6786.68412698413,5573.73015873016,659.929365079365,12477.7984126984,1253.96825396825,248.531746031746,82.897619047619,4066.57063492063,230.402380952381,232.655555555556,597.144444444444,0,29179.4246031746,2589.71349206349,16311.3158730159,4708.74444444444,0,1410.40793650794,7785.54285714286,63045.3515873016,407008.711111111,23233.9492063492,16306.3103174603,12290.476984127,8712.18650793651,2622.56825396825,4087.31904761905,5329.35,1410.64285714286,1834.85238095238,87163.0690476191,32213.3293650794,119376.398412698,7177.12857142857,10443.5365079365,7058.64603174603,95924.8285714286,4661.42222222222,11878.5634920635,18141.2317460317,25499.0087301587,219405.843650794,338782.242063492,364281.250793651,28140.4412698413,435149.152380952,10366.2817460317,38288.5380952381,110.384030669575
"NCR, SECOND DISTRICT_2012",4.66735966735967,233911.638946639,173.994455994456,31685.1690921691,10087.875952876,5817.67151767152,176.43659043659,12290.7553707554,2322.66112266112,29.0783090783091,22.3056133056133,6180.50034650035,232.599445599446,51.8849618849619,252.390852390852,0,23090.8773388773,1942.56271656272,10792.1323631324,6831.65765765766,0,1337.2972972973,4427.78309078309,48959.1857241857,404649.959112959,22842.3659043659,19231.6645876646,12328.4816354816,8388.52806652807,2539.04851004851,4065.74566874567,4030.37352737353,1683.43312543313,2016.62716562717,85843.3707553707,32616.7311157311,118460.101871102,7458.98406098406,11094.5433125433,11062.8898128898,95354.869022869,4676.41094941095,13332.3866943867,20529.3229383229,41600.8024948025,227507.431739432,345967.533610534,387568.336105336,29008.613998614,433658.573111573,8636.55162855163,38837.343035343,162.504954419342
"NCR, THIRD DISTRICT_2012",4.50544554455446,166473.891089109,200.205940594059,32027.0297029703,9951.92673267327,5344.23762376238,392.316831683168,7691.18514851485,3564.35643564356,367.405940594059,29.1584158415842,5563.99603960396,27.960396039604,251.10495049505,108.564356435644,0,26940.7564356436,2616.47623762376,6908.92772277228,6909.60297029703,0,690.344554455446,3109.76534653465,47563.502970297,304798.521782178,21049.4613861386,16004.8445544554,10173.4495049505,7994.40396039604,2764.95445544554,3820.10396039604,4190.89801980198,1734.09900990099,1891.40594059406,78987.4930693069,30560.3059405941,109547.799009901,6476.82772277228,6407.64455445545,8883.32772277228,58437.2554455446,4061.85643564356,8621.13267326733,13027.1198019802,30158.3584158416,154272.81980198,263820.618811881,293978.977227723,17416.8227722772,322215.344554455,8797.77227722772,26738.0376237624,202.913631633715
"NEGROS OCCIDENTAL_2012",4.58083560399637,80452.1798365123,343.820163487738,19219.0608537693,9796.45049954587,424.069028156222,33.6911898274296,9860.32152588556,2.45231607629428,73.3424159854678,2933.69482288828,6228.67665758401,6976.04268846503,1483.2906448683,1067.07811080836,466.345140781108,11587.0472297911,1555.96276112625,3370.04541326067,3985.75386012716,24.2960944595822,516.339691189827,311.049046321526,31343.2506811989,171871.227974569,24129.4523160763,6790.83015440509,10322.1398728429,4386.83469573115,1642.13623978202,2754.15985467757,2535.93006357856,2049.68301544051,1623.53860127157,61712.3496821072,9395.22252497729,71107.5722070845,4852.62306993642,4137.4259763851,6004.17892824705,22958.3978201635,2099.30336058129,6478.23705722071,5267.03633060854,18438.9909173479,79681.3551316985,150788.927338783,169227.918256131,8176.310626703,180047.538601272,6324.7974568574,15002.8882833787,41.4949948957484
"NEGROS ORIENTAL_2012",4.62602459016393,62100.4713114754,1487.77049180328,16367.9918032787,8768.20081967213,363.114754098361,7.04918032786885,10451.6516393443,11.8852459016393,30.7377049180328,5150.74180327869,6101.56762295082,11765.0307377049,3528.35040983607,4097.26639344262,342.168032786885,11612.8319672131,1533.76844262295,949.516393442623,2541.39344262295,13.3196721311475,87.4590163934426,333.143442622951,36804.2479508197,161452.954918033,20452.2745901639,6195.84221311475,9815.12090163934,3337.25204918033,1245.98975409836,1655.16598360656,1362.67213114754,1198.82786885246,806.200819672131,52354.5737704918,3952.35040983607,56306.9241803279,3605.04918032787,3004.97131147541,2951.35860655738,23516.1639344262,1176.96721311475,4712.64344262295,1950.9262295082,14670.5758196721,64971.6803278689,121278.604508197,135949.180327869,7680.45901639344,169133.413934426,5792.34016393443,14073.1229508197,50.4372531897979
"NORTHERN SAMAR_2012",5.38403041825095,55600.0190114068,2865.02661596958,9288.21292775665,11095.7642585551,2501.52091254753,439.543726235741,4253.63878326996,21.6730038022814,26.425855513308,3849.04562737643,3771.55133079848,16731.0570342205,1200.02661596958,5638.19771863118,15.9695817490494,17276.2395437262,1510.83650190114,1364.21292775665,5520.84790874525,0,136.882129277567,140.798479087452,49535.0684410646,154942.927756654,24136.4562737643,6039.11406844106,8832.6463878327,3520.05323193916,1680.73003802281,2246.54372623574,1160.59315589354,885.619771863118,762.304182509506,56959.1254752852,1461.66539923954,58420.7908745247,2327.76425855513,2991.55893536122,2321.32319391635,21735.2623574144,1955.18631178707,4319.30038022814,1773,13123,55957.783269962,114378.574144487,127501.574144487,17139.2585551331,172082.186311787,6785.31178707224,6865.07224334601,62.6201252402505
"NUEVA ECIJA_2012",4.52043596730245,83106.9100817439,620.599455040872,20103.1335149864,10750.8664850136,80.7220708446867,45.2316076294278,8543.70572207084,0,316.141689373297,2504.10217983651,5586.79836512262,20683.3038147139,1291.84877384196,120.994550408719,9.97820163487738,23911.7861035422,1938.25885558583,3424.34741144414,5694.8242506812,0,354.223433242507,711.975476839237,58141.5408719346,205972.776566758,22283.6716621253,10863.7384196185,8261.98228882834,5168.78337874659,2374.71525885559,2165.88419618529,2161.04495912807,912.241144414169,2960.1485013624,63776.8746594005,14602.0204359673,78378.8950953678,3549.47138964578,3849.71253405995,6414.88419618529,32315.5258855586,1713.44686648501,5778.21253405995,3058.02179836512,13666.9414168937,91692.7084468665,170071.603542234,183738.544959128,17142.9945504087,223115.771117166,6906.82016348774,19197.0653950954,51.1209863343246
"NUEVA VIZCAYA_2012",4.38524590163934,79878.0655737705,2368.9631147541,25536.3524590164,9697.86885245902,0,178.745901639344,4816.20901639344,110.450819672131,370.901639344262,5212.54098360656,8731.23770491803,24862.3483606557,1267.77868852459,68.4426229508197,69.2786885245902,18954.8360655738,9536.77459016393,4242.37704918033,5269.38114754098,0,741.311475409836,2782.37704918033,67794.9057377049,219819.192622951,20210.7786885246,12725.3319672131,8664.90573770492,4619.61885245902,1552.18032786885,2030.30737704918,2280.08606557377,1186.7868852459,1218.07786885246,63674.4508196721,12208.5737704918,75883.0245901639,5776.3237704918,4172.02459016393,5609.29098360656,32546.5327868852,2734.31967213115,7115.13524590164,3300.61885245902,14255.0327868852,88847.6475409836,164730.672131148,178985.704918033,11186.6516393443,231005.844262295,8500.36065573771,14478.4672131148,73.3938048101171
"OCCIDENTAL MINDORO_2012",4.73305084745763,62873.6906779661,2563.33474576271,10274.5254237288,14645.2542372881,1389.40677966102,345.139830508475,2541.94915254237,168.101694915254,328.389830508475,3534.77542372881,7329.34322033898,27061.7076271186,1436.99576271186,4153.29661016949,1323.95338983051,18924.7923728814,5114.19915254237,2234.84745762712,4160.09745762712,0,0,280.614406779661,64690.5042372881,180316.830508475,21624.3728813559,8306.08474576271,9455.63983050847,3901.6906779661,1714.13983050847,1724.79237288136,1896.42372881356,1005.89406779661,1394.40677966102,59317.5720338983,5829.65677966102,65147.2288135593,4126.71186440678,4014.66949152542,3965.91101694915,19628.4406779661,2175.32627118644,6825.49152542373,3946.05084745763,25101.8516949153,75790.8601694915,140938.088983051,166039.940677966,39195.7838983051,219512.61440678,7420.83474576271,19363.9576271186,105.096172912949
"ORIENTAL MINDORO_2012",4.63111111111111,64260.1133333333,2642.51111111111,22340.7622222222,14544.8511111111,1282.88888888889,124.591111111111,4551.75111111111,62.3333333333333,0.888888888888889,3996.66,6817.60666666667,21663.2177777778,2450.11555555556,1949.26888888889,740.773333333333,11953.8533333333,1425.21111111111,2595.49333333333,5008.44444444444,2.01333333333333,0,860.8,48649.1911111111,181027.482222222,21854.0044444444,7187.30666666667,8480.04888888889,4132.22,1588.93111111111,1944.52222222222,1142.02222222222,1362.72222222222,1477.92888888889,55824.6844444444,6663.66444444444,62488.3488888889,4268.96888888889,3677.17333333333,5954.85111111111,23554.1733333333,2234.37333333333,6736.96444444444,2337.62666666667,15767.54,72419.9044444444,134908.253333333,150675.793333333,19611.3711111111,200638.853333333,6172,12110.8533333333,81.289011467557
"PALAWAN_2012",4.71272365805169,64926.2942345924,1979.06361829026,12348.111332008,13296.1709741551,602.186878727634,1.78926441351889,6395.14115308151,35.1888667992048,0,3563.58051689861,4298.24652087475,17855.5745526839,2742.5606361829,12614.6978131213,1353.09741550696,12787.1669980119,1786.00397614314,2989.34393638171,3991.57256461233,26.8389662027833,629.025844930418,1415.36978131213,58191.2524850895,179026.687872763,24529.6401590457,6465.47912524851,10854.3876739563,3619.75347912525,1640.3916500994,2223.64413518887,1456.79125248509,1041.56858846918,1378.03180914513,60757.5805168986,5431.6958250497,66189.2763419483,4288.89065606362,3011.77534791252,3657.13717693837,25850.421471173,2038.79324055666,5878.98409542744,4020.17495029821,15181.5367793241,72033.8548707754,138223.131212724,153404.667992048,16596.7534791252,195623.441351889,6770.3578528827,13172.9105367793,57.9777008842753
"PAMPANGA_2012",4.95948012232416,125098.20795107,916.166666666667,59210.3975535168,12632.4785932722,4161.92660550459,317.678899082569,6494.42354740061,0,32.217125382263,900.432721712538,4772.59785932722,4843.83180428135,2265.44342507645,2152.47706422018,0,25016.5779816514,4681.13302752294,6660.14373088685,11008.4480122324,0,47.7064220183486,1758.02752293578,58433.7889908257,296450.591743119,24004.004587156,18081.5351681957,9809.25535168196,7071.04281345566,3140.99847094801,2612.76452599388,3635.4006116208,1332.80886850153,2784.98470948012,80381.4648318043,24465.3639143731,104846.828746177,5406.59021406728,6634.31957186544,9772.22324159021,49107.2752293578,2859.12232415902,10643.6391437309,3755.32415902141,10230.7262996942,132655.262996942,237502.091743119,247732.818042813,8205.94801223242,304656.539755352,7501.40978593272,23509.5229357798,66.9027941755214
"PANGASINAN_2012",4.64845024469821,67896.942903752,1452.30016313214,27583.898858075,9492.55546492659,606.035889070147,130.582381729201,8122.39641109299,110.391517128874,39.1517128874388,3488.74306688418,5320.2308319739,10972.6337683524,1349.7251223491,4550.94942903752,466.646003262643,14706.3980424144,1913.72920065253,1496.81566068516,6040.02039151713,227.079934747145,150.244698205546,1043.32463295269,42917.5668841762,183908.367047308,21689.1721044046,10581.1973898858,9142.89151712887,4467.83115823817,1928.05709624796,1767.83360522023,2318.12969004894,1197.28711256117,1081.93719412724,61513.442903752,9293.67128874388,70807.1141924959,3182.28955954323,3875.81810766721,4188.2854812398,31319.1092985318,1662.73001631321,5079.0163132137,2591.51305057096,20154.1843393148,80143.4486133768,150950.562805873,171104.747145188,8730.81729200652,192639.184339315,6843.77814029364,13627.8597063622,40.9200818401637
"QUEZON_2012",4.36277173913043,60964.5991847826,2387.25135869565,11669.3111413043,9846.24184782609,819.809782608696,47.3722826086956,7474.78940217391,0,163.739130434783,1448.08831521739,3372.41032608696,12556.4809782609,1493.08016304348,2276.47418478261,1711.84375,15435.0108695652,1754.02989130435,4411.26630434783,5114.23505434783,0,0,670.366847826087,45422.7880434783,155361.441576087,19461.53125,7214.01222826087,8814.13315217391,4229.82201086957,1609.00679347826,2128.30434782609,1199.61956521739,607.419836956522,1420.14673913043,53099.6929347826,9906.80706521739,63006.5,2993.07201086957,3538.8722826087,5391.00543478261,24525.277173913,2105.01086956522,5442.96059782609,2816.72554347826,16249.2051630435,68883.5815217391,131890.081521739,148139.286684783,5982.45244565217,161343.894021739,5633.70244565217,10985.3641304348,32.8930665026715
"QUIRINO_2012",4.91240875912409,65217.9562043796,2818.92700729927,19852.102189781,5350,69.3430656934307,867.153284671533,345.255474452555,17.956204379562,0,11330.5182481752,6594.84671532847,41304.2627737226,1351.93430656934,2535.76642335766,1754.3795620438,18404.4160583942,1151.44525547445,1594.59854014599,4193.37226277372,481.751824817518,0,86.1313868613139,72858.0583941606,195747.664233577,23411.7737226277,9912.6496350365,8905.00729927007,4939.67153284672,1386.80291970803,1533.98540145985,1818.71532846715,1452.6204379562,1647.29927007299,63414.795620438,944.85401459854,64359.6496350365,2642.9197080292,2070.47445255474,4407.10218978102,23887.9708029197,1148.03649635037,6548.47445255474,5849.70072992701,12244.3941605839,78473.401459854,142833.051094891,155077.445255474,26777.5474452555,222525.211678832,8162.73722627737,12039.2846715328,164.64987105733
"RIZAL_2012",4.6468315301391,180144.389489954,147.598145285935,41193.7248840804,8745.92735703246,1893.32921174652,21.1406491499227,12830.686244204,0,0,659.695517774343,4767.62442040185,917.774343122102,2813.71561051005,1583.04173106646,35.822256568779,19589.2225656878,2726.26429675425,9234.77279752705,7162.57187017002,0,123.425038639876,1799.23338485317,45985.8438948995,332210.979907264,22902.799072643,17710.171561051,11897.5811437403,7218.84389489954,2601.76352395672,3391.28593508501,3569.79752704791,1449.32612055641,2418.18701700155,81208.1591962906,26992.3848531685,108200.544049459,4480.72797527048,7846.83616692427,7662.47913446677,65245.3075734158,3604.23493044822,10409.9938176198,12663.5548686244,27427.3168469861,164733.918083462,272934.462132921,300361.778979907,23334.0973724884,355545.077279753,8169.69088098918,31205.258114374,86.2581796549673
